Question ID,Question Title,Question Slug,Difficulty Level,Success Rate,Total Submissions,Total Accepted,Likes,Dislikes,Topic Tagged text,Topic Tagged ID,Company Tags,Hints,Similar Questions ID,Similar Questions Text,Code Snippets (Python3 or All),Question Text
189,Rotate Array,rotate-array,Medium,43.1,7410882,3192151,19576,2112,"Array,Math,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=",None,"The easiest solution would use additional memory and that is perfectly fine. The actual trick comes when trying to solve this problem without using any additional memory. This means you need to use the original array somehow to move the elements around. Now, we can place each element in its original location and shift all the elements around it to adjust as that would be too costly and most likely will time out on larger input arrays. One line of thought is based on reversing the array (or parts of it) to obtain the desired result. Think about how reversal might potentially help us out by using an example. The other line of thought is a tad bit complicated but essentially it builds on the idea of placing each element in its original position while keeping track of the element originally in that position. Basically, at every step, we place an element in its rightful position and keep track of the element already there or the one being overwritten in an additional variable. We can't do this in one linear pass and the idea here is based on cyclic-dependencies between elements.","61,186,2607,3400","Rotate List,Reverse Words in a String II,Make K-Subarray Sums Equal,Maximum Number of Matching Indices After Right Shifts",,"Given an integer array nums, rotate the array to the right by k steps, where k is non-negative. "
190,Reverse Bits,reverse-bits,Easy,63.3,1603523,1014817,5376,1608,"Divide and Conquer,Bit Manipulation","VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjE5",None,,"7,191,2238","Reverse Integer,Number of 1 Bits,A Number After a Double Reversal",,Reverse bits of a given 32 bits unsigned integer. Note:
191,Number of 1 Bits,number-of-1-bits,Easy,74.6,2440914,1820334,6850,1348,Bit Manipulation,VG9waWNUYWdOb2RlOjE5,None,,"190,231,338,401,461,693,767,3280","Reverse Bits,Power of Two,Counting Bits,Binary Watch,Hamming Distance,Binary Number with Alternating Bits,Prime Number of Set Bits in Binary Representation,Convert Date to Binary",,"Given a positive integer n, write a function that returns the number of set bits in its binary representation (also known as the Hamming weight). "
192,Word Frequency,word-frequency,Medium,27.2,232929,63450,560,309,Shell,VG9waWNUYWdOb2RlOjYxMDQ0,None,,347,Top K Frequent Elements,,"Write a bash script to calculate the frequency of each word in a text file words.txt. For simplicity sake, you may assume: Example: Assume that words.txt has the following content: Your script should output the following, sorted by descending frequency: Note:"
193,Valid Phone Numbers,valid-phone-numbers,Easy,27.5,383054,105335,457,974,Shell,VG9waWNUYWdOb2RlOjYxMDQ0,None,,,,,"Given a text file file.txt that contains a list of phone numbers (one per line), write a one-liner bash script to print all valid phone numbers. You may assume that a valid phone number must appear in one of the following two formats: (xxx) xxx-xxxx or xxx-xxx-xxxx. (x means a digit) You may also assume each line in the text file must not contain leading or trailing white spaces. Example: Assume that file.txt has the following content: Your script should output the following valid phone numbers:"
194,Transpose File,transpose-file,Medium,28.5,116535,33238,155,288,Shell,VG9waWNUYWdOb2RlOjYxMDQ0,None,,,,,"Given a text file file.txt, transpose its content. You may assume that each row has the same number of columns, and each field is separated by the ' ' character. Example: If file.txt has the following content: Output the following:"
195,Tenth Line,tenth-line,Easy,34.6,381103,131864,409,478,Shell,VG9waWNUYWdOb2RlOjYxMDQ0,None,,,,,"Given a text file file.txt, print just the 10th line of the file. Example: Assume that file.txt has the following content: Your script should output the tenth line, which is:"
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,64.4,1151394,740993,1847,379,Database,VG9waWNUYWdOb2RlOjYxMDQz,None,,,,,"Table: Person  Write a solution to delete all duplicate emails, keeping only one unique email with the smallest id. For SQL users, please note that you are supposed to write a DELETE statement and not a SELECT one. For Pandas users, please note that you are supposed to modify Person in place. After running your script, the answer shown is the Person table. The driver will first compile and run your piece of code and then show the Person table. The final order of the Person table does not matter. The result format is in the following example. "
197,Rising Temperature,rising-temperature,Easy,50.2,2256026,1132575,3672,689,Database,VG9waWNUYWdOb2RlOjYxMDQz,None,,,,,Table: Weather  Write a solution to find all dates' id with higher temperatures compared to its previous dates (yesterday). Return the result table in any order. The result format is in the following example.
198,House Robber,house-robber,Medium,52.3,5638815,2950790,22357,476,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",None,,"152,213,256,276,337,600,656,740,2262,2320,2560,2611,2789","Maximum Product Subarray,House Robber II,Paint House,Paint Fence,House Robber III,Non-negative Integers without Consecutive Ones,Coin Path,Delete and Earn,Solving Questions With Brainpower,Count Number of Ways to Place Houses,House Robber IV,Mice and Cheese,Largest Element in an Array after Merge Operations",,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed, the only constraint stopping you from robbing each of them is that adjacent houses have security systems connected and it will automatically contact the police if two adjacent houses were broken into on the same night. Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police. "
199,Binary Tree Right Side View,binary-tree-right-side-view,Medium,67.2,2762184,1854823,12805,1058,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",None,,"116,545","Populating Next Right Pointers in Each Node,Boundary of Binary Tree",,"Given the root of a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom. "
200,Number of Islands,number-of-islands,Medium,62.4,5610647,3500046,23911,569,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz",None,,"130,286,305,323,419,694,695,2035,2103,2316,2658","Surrounded Regions,Walls and Gates,Number of Islands II,Number of Connected Components in an Undirected Graph,Battleships in a Board,Number of Distinct Islands,Max Area of Island,Count Sub Islands,Find All Groups of Farmland,Count Unreachable Pairs of Nodes in an Undirected Graph,Maximum Number of Fish in a Grid",,"Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands. An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water. "
201,Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium,47.8,962916,459986,4163,313,Bit Manipulation,VG9waWNUYWdOb2RlOjE5,None,,2401,Longest Nice Subarray,,"Given two integers left and right that represent the range [left, right], return the bitwise AND of all numbers in this range, inclusive. "
202,Happy Number,happy-number,Easy,58.1,3262531,1895992,11191,1571,"Hash Table,Math,Two Pointers","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=",None,,"141,258,263,2076,2457,2507,2520","Linked List Cycle,Add Digits,Ugly Number,Sum of Digits of String After Convert,Minimum Addition to Make Integer Beautiful,Smallest Value After Replacing With Sum of Prime Factors,Count the Digits That Divide a Number",,"Write an algorithm to determine if a number n is happy. A happy number is a number defined by the following process: Return true if n is a happy number, and false if not. "
203,Remove Linked List Elements,remove-linked-list-elements,Easy,52.0,2656558,1381276,8705,270,"Linked List,Recursion","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjMx",None,,"27,237,2216,3217,3263,3294","Remove Element,Delete Node in a Linked List,Delete the Middle Node of a Linked List,Delete Nodes From Linked List Present in Array,Convert Doubly Linked List to Array I,Convert Doubly Linked List to Array II",,"Given the head of a linked list and an integer val, remove all the nodes of the linked list that has Node.val == val, and return the new head. "
204,Count Primes,count-primes,Medium,34.8,3074328,1070921,8405,1517,"Array,Math,Enumeration,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY3",None,"Checking all the integers in the range [1, n - 1] is not efficient. Think about a better approach. Since most of the numbers are not primes, we need a fast approach to exclude the non-prime integers. Use Sieve of Eratosthenes.","263,264,279,2427,2761,3233","Ugly Number,Ugly Number II,Perfect Squares,Number of Common Factors,Prime Pairs With Target Sum,Find the Count of Numbers Which Are Not Special",,"Given an integer n, return the number of prime numbers that are strictly less than n. "
205,Isomorphic Strings,isomorphic-strings,Easy,46.9,3853584,1807560,9787,2217,"Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",None,,"290,926","Word Pattern,Find and Replace Pattern",,"Given two strings s and t, determine if they are isomorphic. Two strings s and t are isomorphic if the characters in s can be replaced to get t. All occurrences of a character must be replaced with another character while preserving the order of characters. No two characters may map to the same character, but a character may map to itself. "
206,Reverse Linked List,reverse-linked-list,Easy,79.3,6743230,5344219,23073,533,"Linked List,Recursion","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjMx",None,,"92,156,234,2196,2236,2487,2807","Reverse Linked List II,Binary Tree Upside Down,Palindrome Linked List,Reverse Nodes in Even Length Groups,Maximum Twin Sum of a Linked List,Remove Nodes From Linked List,Insert Greatest Common Divisors in Linked List",,"Given the head of a singly linked list, reverse the list, and return the reversed list. "
207,Course Schedule,course-schedule,Medium,49.3,4313782,2126803,17175,812,"Depth-First Search,Breadth-First Search,Graph,Topological Sort","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2",None,"This problem is equivalent to finding if a cycle exists in a directed graph. If a cycle exists, no topological ordering exists and therefore it will be impossible to take all courses. Topological Sort via DFS - A great tutorial explaining the basic concepts of Topological Sort. Topological sort could also be done via BFS.","210,261,310,630,2392","Course Schedule II,Graph Valid Tree,Minimum Height Trees,Course Schedule III,Build a Matrix With Conditions",,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai. Return true if you can finish all courses. Otherwise, return false. "
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium,68.0,1964799,1335821,12075,150,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3",None,,"211,642,648,676,1433,1949,3045,3042","Design Add and Search Words Data Structure,Design Search Autocomplete System,Replace Words,Implement Magic Dictionary,Encrypt and Decrypt Strings,Implement Trie II (Prefix Tree),Count Prefix and Suffix Pairs II,Count Prefix and Suffix Pairs I",,"A trie (pronounced as ""try"") or prefix tree is a tree data structure used to efficiently store and retrieve keys in a dataset of strings. There are various applications of this data structure, such as autocomplete and spellchecker. Implement the Trie class: "
209,Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium,49.5,3006126,1486632,13512,499,"Array,Binary Search,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4",None,,"76,325,718,1776,2211,2329,3095,3364","Minimum Window Substring,Maximum Size Subarray Sum Equals k,Maximum Length of Repeated Subarray,Minimum Operations to Reduce X to Zero,K Radius Subarray Averages,Maximum Product After K Increments,Shortest Subarray With OR at Least K I,Minimum Positive Sum Subarray ",,"Given an array of positive integers nums and a positive integer target, return the minimal length of a subarray whose sum is greater than or equal to target. If there is no such subarray, return 0 instead. "
210,Course Schedule II,course-schedule-ii,Medium,53.5,2622081,1402621,11414,369,"Depth-First Search,Breadth-First Search,Graph,Topological Sort","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2",None,"This problem is equivalent to finding the topological order in a directed graph. If a cycle exists, no topological ordering exists and therefore it will be impossible to take all courses. Topological Sort via DFS - A great video tutorial (21 minutes) on Coursera explaining the basic concepts of Topological Sort. Topological sort could also be done via BFS.","207,269,310,444,630,1101,2220,2392,2459","Course Schedule,Alien Dictionary,Minimum Height Trees,Sequence Reconstruction,Course Schedule III,Parallel Courses,Find All Possible Recipes from Given Supplies,Build a Matrix With Conditions,Sort Array by Moving Items to Empty Space",,"There are a total of numCourses courses you have to take, labeled from 0 to numCourses - 1. You are given an array prerequisites where prerequisites[i] = [ai, bi] indicates that you must take course bi first if you want to take course ai. Return the ordering of courses you should take to finish all courses. If there are many valid answers, return any of them. If it is impossible to finish all courses, return an empty array. "
