Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID,Question Text,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
349,Intersection of Two Arrays,intersection-of-two-arrays,"Array,Hash Table,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5","Given two integer arrays nums1 and nums2, return an array of their intersection. Each element in the result must be unique and you may return the result in any order. ",Easy,76.5,2015844,1542375,None,6470,2321,,"350,1149,1392,2190,2282,2248,2540,3002","Intersection of Two Arrays II,Intersection of Three Sorted Arrays,Find the Difference of Two Arrays,Count Common Words With One Occurrence,Choose Numbers From Two Arrays in Range,Intersection of Multiple Arrays,Minimum Common Value,Maximum Size of a Set After Removals"
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,"Array,Hash Table,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5","Given two integer arrays nums1 and nums2, return an array of their intersection. Each element in the result must appear as many times as it shows in both arrays and you may return the result in any order. ",Easy,59.1,2649168,1565373,None,7926,995,,"349,1044,1392,2282,2248,2540","Intersection of Two Arrays,Find Common Characters,Find the Difference of Two Arrays,Choose Numbers From Two Arrays in Range,Intersection of Multiple Arrays,Minimum Common Value"
351,Android Unlock Patterns,android-unlock-patterns,"Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0",,Medium,53.4,151711,81018,None,200,233,,,
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,"Binary Search,Design,Ordered Set","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDcw","Given a data stream input of non-negative integers a1, a2, ..., an, summarize the numbers seen so far as a list of disjoint intervals. Implement the SummaryRanges class: ",Hard,59.5,201199,119729,None,1781,368,,"228,436,715,2276","Summary Ranges,Find Right Interval,Range Module,Count Integers in Intervals"
353,Design Snake Game,design-snake-game,"Array,Design,Queue,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUz",,Medium,39.7,250002,99258,None,996,348,,,
354,Russian Doll Envelopes,russian-doll-envelopes,"Array,Binary Search,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5","You are given a 2D array of integers envelopes where envelopes[i] = [wi, hi] represents the width and the height of an envelope. One envelope can fit into another if and only if both the width and height of one envelope are greater than the other envelope's width and height. Return the maximum number of envelopes you can Russian doll (i.e., put one inside the other). Note: You cannot rotate an envelope. ",Hard,37.3,692254,258465,None,6258,159,,"300,2123,2771","Longest Increasing Subsequence,The Number of Weak Characters in the Game,Longest Non-decreasing Subarray From Two Arrays"
355,Design Twitter,design-twitter,"Hash Table,Linked List,Design,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw","Design a simplified version of Twitter where users can post tweets, follow/unfollow another user, and is able to see the 10 most recent tweets in the user's news feed. Implement the Twitter class: ",Medium,42.7,618637,264304,None,4312,609,,1640,Design a File Sharing System
356,Line Reflection,line-reflection,"Array,Hash Table,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=",,Medium,36.0,122605,44166,None,311,636,"Find the smallest and largest x-value for all points. If there is a line then it should be at y = (minX + maxX) / 2. For each point, make sure that it has a reflected point in the opposite side.","149,447","Max Points on a Line,Number of Boomerangs"
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,"Math,Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0","Given an integer n, return the count of all numbers with unique digits, x, where 0 <= x < 10n. ",Medium,54.4,302788,164691,None,1632,1511,"A direct way is to use the backtracking approach. Backtracking should contains three states which are (the current number, number of steps to get that number and a bitmask which represent which number is marked as visited so far in the current number). Start with state (0,0,0) and count all valid number till we reach number of steps equals to 10n. This problem can also be solved using a dynamic programming approach and some knowledge of combinatorics. Let f(k) = count of numbers with unique digits with length equals k. f(1) = 10, ..., f(k) = 9 * 9 * 8 * ... (9 - k + 2) [The first factor is 9 because a number cannot start with 0].","2376,3032","Count Special Integers,Count Numbers With Unique Digits II"
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,"Hash Table,String,Greedy,Sorting,Heap (Priority Queue),Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYy",,Hard,39.4,177914,70043,None,982,39,,"621,778,2300","Task Scheduler,Reorganize String,Construct String With Repeat Limit"
359,Logger Rate Limiter,logger-rate-limiter,"Hash Table,Design","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1",,Easy,76.6,478689,366757,None,1781,196,,362,Design Hit Counter
360,Sort Transformed Array,sort-transformed-array,"Array,Math,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5",,Medium,57.1,125791,71839,None,694,217,"x^2 + x  will form a parabola. Parameter A in:  A * x^2 + B * x + C dictates the shape of the parabola.
Positive A means the parabola remains concave (high-low-high), but negative A inverts the parabola to be convex (low-high-low).","1019,2594","Squares of a Sorted Array,Minimum Time to Repair Cars"
361,Bomb Enemy,bomb-enemy,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",,Medium,52.7,160890,84735,None,998,116,,"2192,2200,2257,2245","Minimum Cost Homecoming of a Robot in a Grid,Stamping the Grid,Count Unguarded Cells in the Grid,Maximum Trailing Zeros in a Cornered Path"
362,Design Hit Counter,design-hit-counter,"Array,Hash Table,Binary Search,Design,Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0",,Medium,69.2,413379,286110,None,2093,245,,359,Logger Rate Limiter
363,Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,"Array,Binary Search,Dynamic Programming,Matrix,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDcw","Given an m x n matrix matrix and an integer k, return the max sum of a rectangle in the matrix such that its sum is no larger than k. It is guaranteed that there will be a rectangle with a sum no larger than k. ",Hard,44.7,300587,134340,None,3513,175,,,
364,Nested List Weight Sum II,nested-list-weight-sum-ii,"Stack,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",,Medium,65.6,234911,154072,None,1153,473,,"339,565","Nested List Weight Sum,Array Nesting"
365,Water and Jug Problem,water-and-jug-problem,"Math,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",You are given two jugs with capacities x liters and y liters. You have an infinite water supply. Return whether the total amount of water in both jugs may reach target using the following operations: ,Medium,43.1,290394,125271,None,1601,1502,,,
366,Find Leaves of Binary Tree,find-leaves-of-binary-tree,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",,Medium,81.1,341840,277161,None,3276,63,,,
367,Valid Perfect Square,valid-perfect-square,"Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx","Given a positive integer num, return true if num is a perfect square or false otherwise. A perfect square is an integer that is the square of an integer. In other words, it is the product of some integer with itself. You must not use any built-in library function, such as sqrt. ",Easy,44.2,1758967,777521,None,4461,325,,"69,633","Sqrt(x),Sum of Square Numbers"
368,Largest Divisible Subset,largest-divisible-subset,"Array,Math,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5","Given a set of distinct positive integers nums, return the largest subset answer such that every pair (answer[i], answer[j]) of elements in this subset satisfies: If there are multiple solutions, return any of them. ",Medium,48.9,911354,445340,None,6628,322,,,
369,Plus One Linked List,plus-one-linked-list,"Linked List,Math","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjg=",,Medium,61.2,138935,85004,None,956,48,,"66,2816","Plus One,Double a Number Represented as a Linked List"
370,Range Addition,range-addition,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4",,Medium,72.4,138567,100258,None,1661,86,"Thinking of using advanced data structures? You are thinking it too complicated. For each update operation, do you really need to update all elements between i and j? Update only the first and end element is sufficient. The optimal time complexity is O(k + n) and uses O(1) extra space.","598,2385,2381","Range Addition II,Count Positions on Street With Required Brightness,Shifting Letters II"
371,Sum of Two Integers,sum-of-two-integers,"Math,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5","Given two integers a and b, return the sum of the two integers without using the operators + and -. ",Medium,53.7,1110051,596411,None,4477,5719,,2,Add Two Numbers
372,Super Pow,super-pow,"Math,Divide and Conquer","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEy",Your task is to calculate ab mod 1337 where a is a positive integer and b is an extremely large positive integer given in the form of an array. ,Medium,35.5,245028,87036,None,1017,1465,,50,"Pow(x, n)"
373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,"Array,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUw","You are given two integer arrays nums1 and nums2 sorted in non-decreasing order and an integer k. Define a pair (u, v) which consists of one element from the first array and one element from the second array. Return the k pairs (u1, v1), (u2, v2), ..., (uk, vk) with the smallest sums. ",Medium,40.7,937040,381704,None,6632,473,,"378,719,2150","Kth Smallest Element in a Sorted Matrix,Find K-th Smallest Pair Distance,Kth Smallest Product of Two Sorted Arrays"
374,Guess Number Higher or Lower,guess-number-higher-or-lower,"Binary Search,Interactive","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5","We are playing the Guess Game. The game is as follows: I pick a number from 1 to n. You have to guess which number I picked. Every time you guess wrong, I will tell you whether the number I picked is higher or lower than your guess. You call a pre-defined API int guess(int num), which returns three possible results: Return the number that I picked. ",Easy,55.8,1541358,860444,None,4020,639,,"278,375,658","First Bad Version,Guess Number Higher or Lower II,Find K Closest Elements"
375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,"Math,Dynamic Programming,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDcz","We are playing the Guessing Game. The game will work as follows: Given a particular n, return the minimum amount of money you need to guarantee a win regardless of what number I pick. ",Medium,51.2,282080,144374,None,2250,2156,"The best strategy to play the game is to minimize the maximum loss you could possibly face. Another strategy is to minimize the expected loss. Here, we are interested in the first scenario. Take a small example (n = 3). What do you end up paying in the worst case? Check out this article if you're still stuck. The purely recursive implementation of minimax would be worthless for even a small n. You MUST use dynamic programming. As a follow-up, how would you modify your code to solve the problem of minimizing the expected loss, instead of the worst-case loss?","294,374,464,658","Flip Game II,Guess Number Higher or Lower,Can I Win,Find K Closest Elements"
376,Wiggle Subsequence,wiggle-subsequence,"Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3","A wiggle sequence is a sequence where the differences between successive numbers strictly alternate between positive and negative. The first difference (if one exists) may be either positive or negative. A sequence with one element and a sequence with two non-equal elements are trivially wiggle sequences. A subsequence is obtained by deleting some elements (possibly zero) from the original sequence, leaving the remaining elements in their original order. Given an integer array nums, return the length of the longest wiggle subsequence of nums. ",Medium,48.9,555462,271406,None,5232,167,,2271,Rearrange Array Elements by Sign
377,Combination Sum IV,combination-sum-iv,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz","Given an array of distinct integers nums and a target integer target, return the number of possible combinations that add up to target. The test cases are generated so that the answer can fit in a 32-bit integer. ",Medium,54.6,1011690,552859,None,7594,687,,"39,2787","Combination Sum,Ways to Express an Integer as Sum of Powers"
378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,"Array,Binary Search,Sorting,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz","Given an n x n matrix where each of the rows and columns is sorted in ascending order, return the kth smallest element in the matrix. Note that it is the kth smallest element in the sorted order, not the kth distinct element. You must find a solution with a memory complexity better than O(n2). ",Medium,63.6,1133229,720739,None,10279,378,,"373,668,719,802","Find K Pairs with Smallest Sums,Kth Smallest Number in Multiplication Table,Find K-th Smallest Pair Distance,K-th Smallest Prime Fraction"
379,Design Phone Directory,design-phone-directory,"Array,Hash Table,Linked List,Design,Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0",,Medium,52.4,135770,71099,None,360,477,,1955,Seat Reservation Manager
380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,"Array,Hash Table,Math,Design,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDc1",Implement the RandomizedSet class: You must implement the functions of the class such that each function works in average O(1) time complexity. ,Medium,55.0,2171656,1194367,None,9642,677,,381,Insert Delete GetRandom O(1) - Duplicates allowed
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,"Array,Hash Table,Math,Design,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDc1","RandomizedCollection is a data structure that contains a collection of numbers, possibly duplicates (i.e., a multiset). It should support inserting and removing specific elements and also reporting a random element. Implement the RandomizedCollection class: You must implement the functions of the class such that each function works on average O(1) time complexity. Note: The test cases are generated such that getRandom will only be called if there is at least one item in the RandomizedCollection. ",Hard,35.8,463457,165864,None,2362,153,,380,Insert Delete GetRandom O(1)
